Id,Solution
2368,0
2369,0
2370,0
2371,0
2372,0
2373,1
2374,0
2375,1
2376,1
2377,1
2378,0
2379,1
2380,0
2381,1
2382,1
2383,1
2384,0
2385,0
2386,1
2387,0
2388,0
2389,1
2390,1
2391,0
2392,0
2393,0
2394,0
2395,0
2396,1
2397,1
2398,0
2399,0
2400,0
2401,1
2402,0
2403,0
2404,0
2405,1
2406,0
2407,0
2408,1
2409,0
2410,1
2411,0
2412,1
2413,0
2414,0
2415,1
2416,1
2417,0
2418,1
2419,0
2420,0
2421,1
2422,1
2423,0
2424,0
2425,1
2426,1
2427,0
2428,0
2429,1
2430,0
2431,1
2432,1
2433,1
2434,1
2435,0
2436,0
2437,0
2438,0
2439,1
2440,1
2441,1
2442,1
2443,1
2444,1
2445,0
2446,1
2447,1
2448,0
2449,1
2450,1
2451,1
2452,1
2453,1
2454,1
2455,0
2456,1
2457,0
2458,1
2459,1
2460,1
2461,1
2462,0
2463,0
2464,1
2465,0
2466,1
2467,0
2468,1
2469,1
2470,0
2471,1
2472,0
2473,1
2474,0
2475,0
2476,0
2477,0
2478,1
2479,0
2480,0
2481,0
2482,1
2483,0
2484,0
2485,1
2486,1
2487,0
2488,1
2489,1
2490,1
2491,1
2492,1
2493,0
2494,0
2495,0
2496,0
2497,1
2498,1
2499,0
2500,1
2501,0
2502,1
2503,1
2504,0
2505,1
2506,0
2507,0
2508,1
2509,0
2510,0
2511,0
2512,1
2513,0
2514,0
2515,0
2516,0
2517,1
2518,1
2519,0
2520,1
2521,0
2522,1
2523,0
2524,0
2525,1
2526,0
2527,0
2528,1
2529,1
2530,0
2531,0
2532,1
2533,0
2534,0
2535,0
2536,0
2537,1
2538,0
2539,1
2540,0
2541,1
2542,0
2543,1
2544,0
2545,0
2546,1
2547,0
2548,0
2549,1
2550,0
2551,1
2552,1
2553,1
2554,0
2555,1
2556,0
2557,0
2558,1
2559,1
2560,1
2561,0
2562,0
2563,1
2564,1
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,1
2573,0
2574,1
2575,1
2576,1
2577,1
2578,0
2579,1
2580,1
2581,1
2582,0
2583,1
2584,0
2585,1
2586,1
2587,1
2588,1
2589,0
2590,1
2591,0
2592,0
2593,0
2594,0
2595,1
2596,1
2597,0
2598,0
2599,1
2600,1
2601,1
2602,1
2603,1
2604,0
2605,0
2606,1
2607,1
2608,1
2609,1
2610,1
2611,0
2612,0
2613,1
2614,1
2615,1
2616,0
2617,1
2618,0
2619,0
2620,1
2621,1
2622,1
2623,0
2624,1
2625,1
2626,0
2627,0
2628,0
2629,1
2630,1
2631,1
2632,0
2633,1
2634,1
2635,0
2636,0
2637,0
2638,1
2639,0
2640,1
2641,0
2642,0
2643,1
2644,0
2645,1
2646,1
2647,0
2648,1
2649,1
2650,1
2651,1
2652,0
2653,1
2654,1
2655,0
2656,1
2657,1
2658,1
2659,0
2660,0
2661,1
2662,1
2663,1
2664,0
2665,0
2666,1
2667,1
2668,1
2669,1
2670,0
2671,0
2672,1
2673,0
2674,1
2675,0
2676,0
2677,1
2678,0
2679,0
2680,1
2681,1
2682,1
2683,1
2684,1
2685,0
2686,0
2687,1
2688,1
2689,0
2690,1
2691,1
2692,0
2693,1
2694,1
2695,1
2696,1
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,1
2705,1
2706,0
2707,0
2708,1
2709,0
2710,1
2711,1
2712,0
2713,1
2714,0
2715,0
2716,0
2717,1
2718,0
2719,0
2720,0
2721,0
2722,1
2723,1
2724,1
2725,0
2726,1
2727,1
2728,0
2729,0
2730,0
2731,1
2732,1
2733,1
2734,1
2735,0
2736,0
2737,1
2738,0
2739,0
2740,1
2741,0
2742,0
2743,0
2744,1
2745,0
2746,1
2747,1
2748,1
2749,1
2750,0
2751,0
2752,0
2753,0
2754,1
2755,1
2756,0
2757,1
2758,0
2759,1
2760,0
2761,1
2762,0
2763,1
2764,0
2765,0
2766,1
2767,1
2768,0
2769,0
2770,0
2771,0
2772,1
2773,0
2774,1
2775,1
2776,0
2777,1
2778,1
2779,1
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,1
2787,0
2788,1
2789,1
2790,0
2791,1
2792,0
2793,0
2794,1
2795,0
2796,1
2797,1
2798,1
2799,0
2800,0
2801,1
2802,0
2803,0
2804,0
2805,0
2806,1
2807,1
2808,1
2809,1
2810,1
2811,1
2812,0
2813,0
2814,0
2815,1
2816,0
2817,1
2818,0
2819,0
2820,0
2821,1
2822,1
2823,1
2824,1
2825,1
2826,1
2827,0
2828,0
2829,1
2830,0
2831,1
2832,0
2833,1
2834,1
2835,0
2836,1
2837,1
2838,0
2839,0
2840,1
2841,1
2842,0
2843,0
2844,1
2845,1
2846,0
2847,0
2848,0
2849,0
2850,1
2851,0
2852,0
2853,1
2854,0
2855,1
2856,0
2857,0
2858,1
2859,0
2860,0
2861,1
2862,1
2863,1
2864,0
2865,1
2866,1
2867,0
2868,1
2869,0
2870,0
2871,0
2872,1
2873,1
2874,1
2875,1
2876,0
2877,1
2878,0
2879,1
2880,0
2881,1
2882,1
2883,0
2884,0
2885,0
2886,1
2887,1
2888,1
2889,1
2890,1
2891,1
2892,0
2893,1
2894,0
2895,0
2896,1
2897,0
2898,0
2899,1
2900,0
2901,1
2902,0
2903,0
2904,0
2905,0
2906,1
2907,0
2908,0
2909,1
2910,1
2911,1
2912,0
2913,1
2914,0
2915,0
2916,1
2917,0
2918,0
2919,0
2920,0
2921,0
2922,1
2923,1
2924,1
2925,0
2926,0
2927,1
2928,0
2929,0
2930,0
2931,0
2932,0
2933,1
2934,1
2935,1
2936,0
2937,0
2938,0
2939,0
2940,1
2941,1
2942,0
2943,0
2944,1
2945,0
2946,0
2947,0
2948,0
2949,1
2950,0
2951,0
2952,1
2953,1
2954,0
2955,0
2956,1
2957,0
2958,0
2959,1
2960,1
2961,1
2962,0
2963,0
2964,1
2965,0
2966,0
2967,1
2968,1
2969,0
2970,1
2971,0
2972,0
2973,1
2974,0
2975,0
2976,0
2977,0
2978,0
2979,1
2980,1
2981,1
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,1
2989,0
2990,1
2991,1
2992,1
2993,0
2994,0
2995,1
2996,1
2997,0
2998,1
2999,0
3000,1
3001,0
3002,0
3003,1
3004,0
3005,0
3006,0
3007,0
3008,0
3009,0
3010,1
3011,1
3012,0
3013,1
3014,0
3015,1
3016,1
3017,1
3018,0
3019,1
3020,1
3021,0
3022,1
3023,0
3024,0
3025,0
3026,1
3027,1
3028,0
3029,0
3030,0
3031,1
3032,1
3033,1
3034,0
3035,0
3036,1
3037,0
3038,0
3039,1
3040,0
3041,0
3042,1
3043,0
3044,1
3045,1
3046,1
3047,0
3048,0
3049,0
3050,0
3051,0
3052,1
3053,0
3054,0
3055,0
3056,0
3057,0
3058,1
3059,1
3060,0
3061,1
3062,0
3063,0
3064,0
3065,0
3066,0
3067,1
3068,1
3069,0
3070,1
3071,0
3072,0
3073,0
3074,0
3075,1
3076,0
3077,1
3078,1
3079,0
3080,0
3081,0
3082,0
3083,0
3084,1
3085,1
3086,1
3087,0
3088,0
3089,0
3090,0
3091,1
3092,0
3093,1
3094,1
3095,1
3096,1
3097,1
3098,0
3099,0
3100,0
3101,0
3102,0
3103,1
3104,1
3105,1
3106,1
3107,0
3108,1
3109,0
3110,1
3111,1
3112,1
3113,0
3114,0
3115,1
3116,0
3117,0
3118,1
3119,1
3120,1
3121,0
3122,1
3123,0
3124,1
3125,0
3126,0
3127,0
3128,0
3129,1
3130,0
3131,1
3132,0
3133,1
3134,0
3135,1
3136,1
3137,0
3138,1
3139,0
3140,0
3141,1
3142,1
3143,1
3144,0
3145,0
3146,1
3147,0
3148,0
3149,1
3150,1
3151,0
3152,1
3153,1
3154,1
3155,0
3156,0
3157,0
3158,1
3159,0
3160,0
3161,0
3162,0
3163,1
3164,0
3165,0
3166,1
3167,0
3168,0
3169,0
3170,0
3171,1
3172,0
3173,1
3174,0
3175,1
3176,0
3177,0
3178,1
3179,1
3180,1
3181,1
3182,0
3183,0
3184,0
3185,0
3186,0
3187,0
3188,1
3189,0
3190,0
3191,0
3192,1
3193,0
3194,0
3195,0
3196,0
3197,1
3198,1
3199,0
3200,1
3201,0
3202,1
3203,1
3204,1
3205,1
3206,1
3207,0
3208,0
3209,0
3210,1
3211,1
3212,0
3213,1
3214,0
3215,0
3216,0
3217,1
3218,0
3219,0
3220,0
3221,0
3222,1
3223,1
3224,0
3225,0
3226,1
3227,1
3228,0
3229,1
3230,1
3231,0
3232,0
3233,0
3234,0
3235,0
3236,0
3237,0
3238,0
3239,0
3240,1
3241,1
3242,0
3243,1
3244,0
3245,1
3246,1
3247,0
3248,1
3249,1
3250,0
3251,1
3252,1
3253,1
3254,1
3255,1
3256,0
3257,0
3258,1
3259,1
3260,1
3261,0
3262,1
3263,0
3264,0
3265,1
3266,0
3267,1
3268,0
3269,0
3270,0
3271,1
3272,0
3273,1
3274,0
3275,1
3276,1
3277,0
3278,1
3279,1
3280,0
3281,0
3282,0
3283,0
3284,1
3285,0
3286,1
3287,0
3288,0
3289,1
3290,1
3291,0
3292,1
3293,1
3294,0
3295,0
3296,1
3297,0
3298,1
3299,0
3300,0
3301,0
3302,0
3303,1
3304,1
3305,0
3306,1
3307,1
3308,1
3309,1
3310,1
3311,1
3312,0
3313,0
3314,0
3315,1
3316,1
3317,1
3318,0
3319,0
3320,0
3321,0
3322,0
3323,0
3324,1
3325,1
3326,0
3327,0
3328,0
3329,0
3330,0
3331,0
3332,0
3333,1
3334,0
3335,1
3336,1
3337,0
3338,1
3339,0
3340,1
3341,1
3342,0
3343,0
3344,1
3345,1
3346,0
3347,1
3348,0
3349,0
3350,0
3351,0
3352,1
3353,0
3354,0
3355,0
3356,0
3357,1
3358,1
3359,1
3360,1
3361,0
3362,1
3363,1
3364,0
3365,0
3366,0
3367,1
3368,1
3369,1
3370,1
3371,1
3372,1
3373,0
3374,0
3375,1
3376,0
3377,0
3378,1
3379,1
3380,1
3381,0
3382,0
3383,1
3384,0
3385,1
3386,1
3387,1
3388,0
3389,0
3390,0
3391,1
3392,0
3393,0
3394,0
3395,1
3396,1
3397,0
3398,1
3399,1
3400,1
3401,0
3402,1
3403,0
3404,0
3405,1
3406,0
3407,0
3408,1
3409,0
3410,1
3411,1
3412,0
3413,1
3414,0
3415,0
3416,0
3417,1
3418,0
3419,0
3420,0
3421,0
3422,0
3423,0
3424,0
3425,1
3426,0
3427,1
3428,0
3429,1
3430,1
3431,0
3432,0
3433,0
3434,0
3435,0
3436,0
3437,0
3438,0
3439,1
3440,1
3441,0
3442,0
3443,0
3444,1
3445,0
3446,0
3447,1
3448,1
3449,0
3450,1
3451,1
3452,1
3453,0
3454,1
3455,0
3456,1
3457,0
3458,1
3459,1
3460,1
3461,0
3462,0
3463,0
3464,0
3465,1
3466,1
3467,1
3468,1
3469,0
3470,0
3471,1
3472,1
3473,1
3474,0
3475,1
3476,0
3477,0
3478,0
3479,1
3480,1
3481,0
3482,1
3483,0
3484,0
3485,1
3486,1
3487,0
3488,1
3489,1
3490,1
3491,0
3492,1
3493,1
3494,1
3495,0
3496,1
3497,0
3498,1
3499,1
3500,0
3501,1
3502,1
3503,0
3504,1
3505,0
3506,1
3507,1
3508,0
3509,0
3510,0
3511,0
3512,0
3513,0
3514,0
3515,0
3516,1
3517,0
3518,0
3519,1
3520,1
3521,0
3522,1
3523,1
3524,1
3525,0
3526,1
3527,1
3528,0
3529,1
3530,1
3531,0
3532,1
3533,1
3534,1
3535,0
3536,0
3537,0
3538,0
3539,0
3540,1
3541,0
3542,1
3543,0
3544,0
3545,0
3546,1
3547,0
3548,0
3549,0
3550,1
3551,0
3552,0
3553,1
3554,0
3555,0
3556,0
3557,1
3558,1
3559,0
3560,1
3561,0
3562,0
3563,0
3564,0
3565,0
3566,1
3567,0
3568,1
3569,0
3570,0
3571,0
3572,1
3573,0
3574,0
3575,1
3576,1
3577,1
3578,1
3579,0
3580,0
3581,1
3582,0
3583,1
3584,1
3585,0
3586,0
3587,1
3588,0
3589,0
3590,0
3591,0
3592,1
3593,0
3594,0
3595,1
3596,0
3597,0
3598,1
3599,1
3600,1
3601,0
3602,1
3603,1
3604,0
3605,0
3606,1
3607,1
3608,0
3609,1
3610,1
3611,1
3612,1
3613,1
3614,0
3615,0
3616,1
3617,0
3618,1
3619,0
3620,1
3621,0
3622,1
3623,0
3624,1
3625,0
3626,0
3627,0
3628,1
3629,0
3630,0
3631,1
3632,1
3633,0
3634,0
3635,0
3636,0
3637,0
3638,1
3639,0
3640,0
3641,0
3642,1
3643,1
3644,0
3645,1
3646,0
3647,1
3648,1
3649,0
3650,0
3651,0
3652,0
3653,1
3654,1
3655,0
3656,1
3657,1
3658,1
3659,0
3660,1
3661,1
3662,1
3663,1
3664,1
3665,0
3666,1
3667,0
3668,1
3669,0
3670,0
3671,1
3672,0
3673,1
3674,1
3675,1
3676,1
3677,0
3678,0
3679,1
3680,0
3681,0
3682,1
3683,1
3684,1
3685,0
3686,0
3687,1
3688,1
3689,0
3690,0
3691,0
3692,1
3693,1
3694,1
3695,1
3696,1
3697,0
3698,1
3699,0
3700,0
3701,0
3702,0
3703,0
3704,0
3705,1
3706,0
3707,1
3708,1
3709,1
3710,1
3711,1
3712,1
3713,0
3714,1
3715,0
3716,0
3717,1
3718,0
3719,1
3720,1
3721,1
3722,1
3723,0
3724,0
3725,1
3726,1
3727,1
3728,1
3729,0
3730,1
3731,0
3732,1
3733,0
3734,0
3735,1
3736,0
3737,0
3738,1
3739,0
3740,1
3741,1
3742,0
3743,0
3744,0
3745,0
3746,1
3747,0
3748,0
3749,0
3750,1
3751,0
3752,0
3753,1
3754,1
3755,0
3756,1
3757,0
3758,0
3759,1
3760,0
3761,1
3762,1
3763,0
3764,0
3765,1
3766,1
3767,1
3768,1
3769,1
3770,1
3771,0
3772,0
3773,1
3774,1
3775,0
3776,1
3777,1
3778,0
3779,0
3780,0
3781,1
3782,0
3783,0
3784,1
3785,0
3786,0
3787,1
3788,0
3789,1
3790,0
3791,1
3792,0
3793,1
3794,1
3795,1
3796,0
3797,1
3798,1
3799,1
3800,1
3801,1
3802,1
3803,0
3804,0
3805,1
3806,0
3807,0
3808,1
3809,0
3810,1
3811,0
3812,0
3813,1
3814,0
3815,0
3816,1
3817,1
3818,1
3819,0
3820,1
3821,1
3822,1
3823,1
3824,1
3825,1
3826,1
3827,0
3828,1
3829,0
3830,1
3831,1
3832,1
3833,0
3834,0
3835,0
3836,1
3837,0
3838,1
3839,1
3840,1
3841,0
3842,0
3843,0
3844,0
3845,1
3846,1
3847,0
3848,1
3849,0
3850,0
3851,0
3852,0
3853,0
3854,0
3855,1
3856,0
3857,0
3858,1
3859,0
3860,1
3861,1
3862,1
3863,1
3864,0
3865,1
3866,1
3867,0
3868,0
3869,1
3870,0
3871,1
3872,0
3873,0
3874,0
3875,0
3876,0
3877,1
3878,1
3879,1
3880,0
3881,0
3882,0
3883,0
3884,1
3885,0
3886,0
3887,0
3888,1
3889,1
3890,1
3891,1
3892,1
3893,0
3894,1
3895,0
3896,0
3897,0
3898,0
3899,0
3900,0
3901,1
3902,1
3903,1
3904,1
3905,1
3906,0
3907,1
3908,1
3909,0
3910,1
3911,0
3912,1
3913,0
3914,0
3915,1
3916,1
3917,1
3918,0
3919,1
3920,1
3921,0
3922,1
3923,0
3924,1
3925,1
3926,1
3927,0
3928,0
3929,1
3930,0
3931,1
3932,0
3933,1
3934,0
3935,1
3936,1
3937,1
3938,0
3939,0
3940,1
3941,0
3942,0
3943,1
3944,1
3945,1
3946,1
3947,1
3948,0
3949,0
3950,1
3951,0
3952,1
3953,1
3954,1
3955,0
3956,0
3957,1
3958,0
3959,1
3960,0
3961,0
3962,0
3963,0
3964,0
3965,0
3966,0
3967,1
3968,0
3969,1
3970,0
3971,1
3972,1
3973,1
3974,1
3975,1
3976,1
3977,0
3978,1
3979,1
3980,0
3981,0
3982,1
3983,0
3984,1
3985,0
3986,1
3987,1
3988,1
3989,1
3990,0
3991,1
3992,1
3993,1
3994,1
3995,0
3996,0
3997,0
3998,0
3999,1
4000,0
4001,0
4002,0
4003,0
4004,0
4005,1
4006,0
4007,0
4008,1
4009,0
4010,1
4011,1
4012,1
4013,0
4014,1
4015,1
4016,0
4017,1
4018,1
4019,1
4020,0
4021,0
4022,1
4023,1
4024,1
4025,0
4026,0
4027,0
4028,0
4029,0
4030,0
4031,1
4032,1
4033,0
4034,1
4035,0
4036,0
4037,0
4038,0
4039,0
4040,1
4041,1
4042,0
4043,1
4044,0
4045,0
4046,1
4047,1
4048,1
4049,1
4050,0
4051,1
4052,1
4053,0
4054,1
4055,1
4056,0
4057,1
4058,1
4059,1
4060,0
4061,0
4062,1
4063,0
4064,0
4065,0
4066,1
4067,0
4068,0
4069,0
4070,0
4071,1
4072,0
4073,0
4074,1
4075,1
4076,1
4077,0
4078,0
4079,1
4080,0
4081,0
4082,1
4083,1
4084,0
4085,0
4086,0
4087,0
4088,0
4089,1
4090,1
4091,1
4092,0
4093,1
4094,0
4095,1
4096,1
4097,0
4098,0
4099,1
4100,0
4101,0
4102,0
4103,0
4104,1
4105,0
4106,0
4107,1
4108,0
4109,0
4110,0
4111,1
4112,1
4113,1
4114,1
4115,1
4116,1
4117,1
4118,1
4119,1
4120,1
4121,0
4122,0
4123,0
4124,1
4125,1
4126,1
4127,1
4128,0
4129,1
4130,0
4131,0
4132,1
4133,1
4134,1
4135,0
4136,0
4137,0
4138,0
4139,0
4140,0
4141,0
4142,0
4143,0
4144,0
4145,0
4146,0
4147,0
4148,1
4149,1
4150,1
4151,0
4152,1
4153,0
4154,1
4155,1
4156,1
4157,1
4158,0
4159,0
4160,0
4161,0
4162,1
4163,1
4164,1
4165,0
4166,0
4167,1
4168,0
4169,0
4170,0
4171,0
4172,0
4173,1
4174,0
4175,0
4176,1
4177,0
4178,0
4179,1
4180,1
4181,0
4182,0
4183,0
4184,1
4185,1
4186,0
4187,1
4188,1
4189,0
4190,0
4191,1
4192,0
4193,1
4194,0
4195,1
4196,0
4197,1
4198,0
4199,1
4200,1
4201,1
4202,0
4203,1
4204,0
4205,0
4206,1
4207,0
4208,0
4209,0
4210,0
4211,1
4212,0
4213,0
4214,0
4215,1
4216,1
4217,1
4218,0
4219,1
4220,0
4221,0
4222,1
4223,1
4224,1
4225,1
4226,1
4227,1
4228,0
4229,0
4230,0
4231,0
4232,0
4233,0
4234,0
4235,0
4236,1
4237,0
4238,1
4239,0
4240,0
4241,0
4242,1
4243,0
4244,0
4245,1
4246,1
4247,0
4248,1
4249,1
4250,0
4251,1
4252,0
4253,1
4254,0
4255,0
4256,1
4257,0
4258,0
4259,1
4260,0
4261,0
4262,0
4263,0
4264,0
4265,0
4266,1
4267,0
4268,1
4269,0
4270,1
4271,0
4272,1
4273,0
4274,0
4275,0
4276,1
4277,0
4278,1
4279,1
4280,0
4281,0
4282,0
4283,0
4284,0
4285,0
4286,1
4287,1
4288,1
4289,1
4290,0
4291,0
4292,0
4293,0
4294,1
4295,1
4296,1
4297,0
4298,1
4299,1
4300,1
4301,1
4302,0
4303,1
4304,1
4305,1
4306,0
4307,1
4308,0
4309,0
4310,0
4311,0
4312,0
4313,1
4314,1
4315,1
4316,1
4317,1
4318,0
4319,1
4320,1
4321,1
4322,0
4323,0
4324,0
4325,0
4326,1
4327,0
4328,0
4329,1
4330,1
4331,1
4332,0
4333,1
4334,0
4335,1
4336,1
4337,1
4338,1
4339,0
4340,1
4341,0
4342,0
4343,0
4344,0
4345,1
4346,1
4347,0
4348,1
4349,0
4350,1
4351,1
4352,0
4353,0
4354,0
4355,0
4356,1
4357,0
4358,1
4359,0
4360,1
4361,0
4362,1
4363,0
4364,0
4365,0
4366,0
4367,1
4368,0
4369,1
4370,0
4371,0
4372,1
4373,1
4374,0
4375,0
4376,1
4377,0
4378,1
4379,1
4380,0
4381,1
4382,0
4383,1
4384,0
4385,1
4386,0
4387,0
4388,0
4389,0
4390,1
4391,1
4392,0
4393,1
4394,1
4395,0
4396,1
4397,0
4398,0
4399,1
4400,0
4401,1
4402,0
4403,0
4404,0
4405,0
4406,0
4407,1
4408,0
4409,0
4410,1
4411,0
4412,0
4413,0
4414,1
4415,1
4416,1
4417,0
4418,0
4419,0
4420,0
4421,0
4422,1
4423,0
4424,1
4425,0
4426,1
4427,1
4428,0
4429,1
4430,0
4431,1
4432,0
4433,0
4434,0
4435,0
4436,0
4437,0
4438,0
4439,0
4440,1
4441,1
4442,0
4443,0
4444,0
4445,1
4446,1
4447,0
4448,1
4449,0
4450,0
4451,1
4452,0
4453,0
4454,1
4455,0
4456,1
4457,1
4458,0
4459,0
4460,1
4461,1
4462,1
4463,0
4464,0
4465,0
4466,1
4467,1
4468,0
4469,0
4470,1
4471,1
4472,1
4473,1
4474,1
4475,0
4476,1
4477,1
4478,1
4479,0
4480,0
4481,1
4482,0
4483,1
4484,0
4485,0
4486,0
4487,0
4488,0
4489,0
4490,1
4491,1
4492,1
4493,0
4494,1
4495,1
4496,0
4497,1
4498,1
4499,0
4500,1
4501,0
4502,0
4503,1
4504,0
4505,0
4506,0
4507,1
4508,0
4509,1
4510,0
4511,1
4512,1
4513,0
4514,0
4515,0
4516,0
4517,0
4518,0
4519,1
4520,0
4521,1
4522,0
4523,1
4524,1
4525,0
4526,1
4527,1
4528,1
4529,1
4530,1
4531,1
4532,1
4533,1
4534,1
4535,0
4536,1
4537,0
4538,0
4539,0
4540,0
4541,0
4542,1
4543,0
4544,0
4545,0
4546,0
4547,1
4548,0
4549,0
4550,0
4551,0
4552,0
4553,0
4554,1
4555,1
4556,0
4557,0
4558,1
4559,0
4560,1
4561,0
4562,0
4563,0
4564,1
4565,0
4566,0
4567,0
4568,1
4569,1
4570,0
4571,1
4572,0
4573,1
4574,1
4575,1
4576,1
4577,1
4578,0
